dataset,subset,split_policy,view,model,n_trials,trial_indices,accuracy_mean,accuracy_std,accuracy_min,accuracy_max,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_min,balanced_accuracy_max,macro_f1_mean,macro_f1_std,macro_f1_min,macro_f1_max
bfcl,irrelevance_only,minxing_row_random,S-only,majority_class,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334,0.5,0.0,0.5,0.5,0.4545454545454545,5.551115123125783e-17,0.45454545454545453,0.45454545454545453
bfcl,irrelevance_only,minxing_row_random,S-only,stratified_random,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.6875,0.0,0.6875,0.6875,0.4625000000000001,5.551115123125783e-17,0.4625,0.4625,0.4638868205510052,0.0,0.4638868205510052,0.4638868205510052
bfcl,irrelevance_only,minxing_row_random,S-only,logistic_regression_standardized,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8354166666666668,0.006249999999999978,0.8333333333333334,0.8541666666666666,0.50625,0.01875,0.5,0.5625,0.46617903169627306,0.03490073145245558,0.45454545454545453,0.5708812260536398
bfcl,irrelevance_only,minxing_row_random,S-only,class_weighted_logistic_regression_standardized,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.3958333333333333,0.44808620822337303,0.0,1.0,0.3875,0.37687033579203344,0.0,1.0,0.3659162029824958,0.41657946681855557,0.0,1.0
bfcl,irrelevance_only,minxing_row_random,S-only,random_forest,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334,0.5,0.0,0.5,0.5,0.4545454545454545,5.551115123125783e-17,0.45454545454545453,0.45454545454545453
bfcl,irrelevance_only,minxing_row_random,S-only,hist_gradient_boosting,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334,0.5,0.0,0.5,0.5,0.4545454545454545,5.551115123125783e-17,0.45454545454545453,0.45454545454545453
bfcl,irrelevance_only,minxing_row_random,S-only,small_mlp_standardized,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334,0.5,0.0,0.5,0.5,0.4545454545454545,5.551115123125783e-17,0.45454545454545453,0.45454545454545453
bfcl,irrelevance_only,minxing_row_random,X+S,majority_class,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8333333333333334,0.0,0.8333333333333334,0.8333333333333334,0.5,0.0,0.5,0.5,0.4545454545454545,5.551115123125783e-17,0.45454545454545453,0.45454545454545453
bfcl,irrelevance_only,minxing_row_random,X+S,stratified_random,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.6875,0.0,0.6875,0.6875,0.4625000000000001,5.551115123125783e-17,0.4625,0.4625,0.4638868205510052,0.0,0.4638868205510052,0.4638868205510052
bfcl,irrelevance_only,minxing_row_random,X+S,logistic_regression_standardized,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8375,0.012499999999999978,0.8125,0.8541666666666666,0.5175,0.029685855217594797,0.4875,0.5625,0.48881922675026124,0.05375353790734664,0.4482758620689655,0.5708812260536398
bfcl,irrelevance_only,minxing_row_random,X+S,class_weighted_logistic_regression_standardized,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.5729166666666667,0.1331541765106233,0.3125,0.7083333333333334,0.5237499999999999,0.19067724693838015,0.2375,0.825,0.4777051383657357,0.13204608226936962,0.25807962529274003,0.6606060606060606
bfcl,irrelevance_only,minxing_row_random,X+S,random_forest,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8291666666666668,0.008333333333333349,0.8125,0.8333333333333334,0.49749999999999994,0.0050000000000000044,0.4875,0.5,0.45329153605015665,0.002507836990595602,0.4482758620689655,0.45454545454545453
bfcl,irrelevance_only,minxing_row_random,X+S,hist_gradient_boosting,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8083333333333333,0.024295632895188764,0.7708333333333334,0.8333333333333334,0.49499999999999994,0.023184046238739268,0.4625,0.55,0.46433495244290485,0.035708577873079926,0.43529411764705883,0.5534883720930233
bfcl,irrelevance_only,minxing_row_random,X+S,small_mlp_standardized,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.8208333333333334,0.019094065395649347,0.7916666666666666,0.8541666666666666,0.49749999999999994,0.023584952830141517,0.475,0.5625,0.4617611560674912,0.0366784535264967,0.4418604651162791,0.5708812260536398
apibank,all_pairs,pair_grouped,X-only,majority_class,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.33333333333333337,5.551115123125783e-17,0.3333333333333333,0.3333333333333333
apibank,all_pairs,pair_grouped,X-only,stratified_random,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.45588235294117646,0.0,0.45588235294117646,0.45588235294117646,0.4558823529411765,0.0,0.4558823529411765,0.4558823529411765,0.45555528840374115,5.551115123125783e-17,0.4555552884037412,0.4555552884037412
apibank,all_pairs,pair_grouped,X-only,logistic_regression_standardized,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.49894922756039756,0.0016999392347545692,0.49411650296606047,0.5
apibank,all_pairs,pair_grouped,X-only,class_weighted_logistic_regression_standardized,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.49894922756039756,0.0016999392347545692,0.49411650296606047,0.5
apibank,all_pairs,pair_grouped,X-only,random_forest,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.4984836531465985,0.0011742060382822672,0.49607672188317353,0.49956709956709955
apibank,all_pairs,pair_grouped,X-only,hist_gradient_boosting,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.4976068092834348,0.001980770648236383,0.4929824561403509,0.4998076923076923
apibank,all_pairs,pair_grouped,X-only,small_mlp_standardized,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.49903756911546776,0.001460537794371368,0.4951475155279503,0.5
apibank,all_pairs,pair_grouped,S-only,majority_class,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.33333333333333337,5.551115123125783e-17,0.3333333333333333,0.3333333333333333
apibank,all_pairs,pair_grouped,S-only,stratified_random,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.45588235294117646,0.0,0.45588235294117646,0.45588235294117646,0.4558823529411765,0.0,0.4558823529411765,0.4558823529411765,0.45555528840374115,5.551115123125783e-17,0.4555552884037412,0.4555552884037412
apibank,all_pairs,pair_grouped,S-only,logistic_regression_standardized,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.49754901960784315,0.0365681017677613,0.4362745098039216,0.5588235294117647,0.49754901960784315,0.03656810176776131,0.4362745098039216,0.5588235294117647,0.49624198840930855,0.03724534933142157,0.4339759210558062,0.5587811208305297
apibank,all_pairs,pair_grouped,S-only,class_weighted_logistic_regression_standardized,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.49754901960784315,0.0365681017677613,0.4362745098039216,0.5588235294117647,0.49754901960784315,0.03656810176776131,0.4362745098039216,0.5588235294117647,0.49624198840930855,0.03724534933142157,0.4339759210558062,0.5587811208305297
apibank,all_pairs,pair_grouped,S-only,random_forest,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.4965686274509804,0.04251161724661533,0.4264705882352941,0.5637254901960784,0.4965686274509804,0.04251161724661535,0.4264705882352941,0.5637254901960784,0.4953580566958481,0.0427593533191731,0.42245989304812837,0.5632112011932542
apibank,all_pairs,pair_grouped,S-only,hist_gradient_boosting,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.5004901960784314,0.03690821663545307,0.45588235294117646,0.5735294117647058,0.5004901960784314,0.03690821663545307,0.45588235294117646,0.5735294117647058,0.4987206165259441,0.037071572172795435,0.45524093631967666,0.5734371620160069
apibank,all_pairs,pair_grouped,S-only,small_mlp_standardized,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.48039215686274517,0.0461409671598043,0.4166666666666667,0.5833333333333334,0.48039215686274506,0.04614096715980426,0.4166666666666667,0.5833333333333333,0.47905496909996365,0.04602733882161118,0.41654048597591753,0.5830828785073694
apibank,all_pairs,pair_grouped,X+S,majority_class,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.33333333333333337,5.551115123125783e-17,0.3333333333333333,0.3333333333333333
apibank,all_pairs,pair_grouped,X+S,stratified_random,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.45588235294117646,0.0,0.45588235294117646,0.45588235294117646,0.4558823529411765,0.0,0.4558823529411765,0.4558823529411765,0.45555528840374115,5.551115123125783e-17,0.4555552884037412,0.4555552884037412
apibank,all_pairs,pair_grouped,X+S,logistic_regression_standardized,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.49754901960784315,0.02549490906656049,0.44607843137254904,0.5490196078431373,0.49754901960784315,0.025494909066560486,0.446078431372549,0.5490196078431373,0.49634033643311304,0.025750489521188517,0.4444631883359441,0.547933326910107
apibank,all_pairs,pair_grouped,X+S,class_weighted_logistic_regression_standardized,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.49754901960784315,0.02549490906656049,0.44607843137254904,0.5490196078431373,0.49754901960784315,0.025494909066560486,0.446078431372549,0.5490196078431373,0.49634033643311304,0.025750489521188517,0.4444631883359441,0.547933326910107
apibank,all_pairs,pair_grouped,X+S,random_forest,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.4965686274509804,0.02068720377059726,0.46568627450980393,0.5245098039215687,0.4965686274509804,0.020687203770597237,0.46568627450980393,0.5245098039215687,0.4957336164258157,0.021448325130454172,0.4654503105590062,0.5239492866937715
apibank,all_pairs,pair_grouped,X+S,hist_gradient_boosting,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.5058823529411764,0.026470588235294128,0.46568627450980393,0.5490196078431373,0.5058823529411764,0.026470588235294138,0.46568627450980393,0.5490196078431373,0.50499740982125,0.02654469006079966,0.46505641494454736,0.5468855625301787
apibank,all_pairs,pair_grouped,X+S,small_mlp_standardized,10,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]",0.5088235294117647,0.02554669455057918,0.46078431372549017,0.5441176470588235,0.5088235294117647,0.02554669455057919,0.4607843137254902,0.5441176470588236,0.5081576036809842,0.025731718417487948,0.45995379283788984,0.5440190352584902
